,tweet,existence,existence.confidence
4273,feder offic would studi global warm washington time,Neutral,0.6419
2616,crunch climat chang retwt,Neutral,0.5898
1913,topic site about global warm junion school librari journal,Neutral,1.0
3169,global warm vent refriger unit increas greenhous gass,No,0.6449
4171,global warm theori snow baltimor england,No,0.4998
4679,radio talk global warm snowdrift listen joeradio,Neutral,1.0
1973,indigen peopl includ climat chang polici bqwpfn,Neutral,0.6523
4536,electr magnet interfer toyota priu reason issu global warm thin atmospher,Yes,1.0
4475,angel giant squid invas global warm,Yes,0.6983
4616,temperatur proof global warm temperatur proof global warm proof global warm,No,0.6866
3785,anoth snowstorm other climat chang surpris climat bguyv,Yes,0.71
1952,third american believ global warm human caus elli april xgqpb,No,0.4558
3168,short snowmageddon snow obama global warm activist pysgf teaparti,No,0.6486
195,economist climat chang economi,Yes,0.7866
2524,global warm green,Neutral,0.6544
2237,matai global warm volcano earthquak link caus global warm oohja xbbiv,Yes,1.0
3887,climateg nowher global warm denier start glacierg truth there,Yes,0.6978
4146,winter disprov global warm summer prove,No,0.4805
454,fight climat chang front,Yes,1.0
2100,where roadblock climat chang clean energi legisl,Yes,0.6651
5412,face climat chang protest busi guardian retwt,Neutral,1.0
5214,green debat tribalgil wilk climat chang believ sceptic side oohja,Neutral,0.6873
1696,upload youtub video maximsnewsnetwork energi climat chang youtu jpqfoe,Yes,0.6729
5192,see chunk river littl earth fight global warm tooth,Yes,1.0
4251,ultim ebook store shock inform about global warm ultimateebookstor product product,Yes,0.4777
5669,global warm graph attack studi tinyurl teaparti,No,0.3513
3405,where global warm nutjob sign go snow cri uncl,No,1.0
3794,whole northern hemispher colder winter record snowfal china europ global warm,No,0.6646
936,environment group prais basic meet climat chang environment group give qualifi prais,Yes,0.6177
493,whale fight global warm mayeda preuitt voyag convinc,Yes,0.5851
230,ocean salti show global warm intensifi water cycl,Yes,1.0
3004,youtub monckton climat chang melbourn highlight retwt,Neutral,0.6216
1715,climat chang sight lead economi south environ minist,Neutral,1.0
3936,moron hanniti storm contradict hyster global warm theori,No,0.6442
2520,david sokol buffet american climat chang embarass shame fortunegreen,No,0.5088
5643,action figur tugboat global warm sensibl algor redey,Yes,0.6514
828,lover system review scream climat chang clinic trial collagen cliniqu,Neutral,1.0
4162,confus climat chang there cefqof,Neutral,1.0
1126,arctic april global warm canadian arctic oohja xbpyl,Yes,1.0
1110,jame hansen heather roger green wrong fals solut climat chang djxvhd,Yes,0.65
2239,matai global warm volcano earthquak link come decad caus,Yes,1.0
3486,blizzard rearrang climat chang announc ayzht,Neutral,0.6569
5837,princeton univers scholar lectur cloud global warm ledger ledger,Yes,1.0
4073,india form climat chang telegraph signific,Neutral,0.6629999999999999
1203,earth verwaayen climat chang green earthday,Yes,0.6901
4852,feder offic global warm grow fight accuraci climat presid obama oohja,Neutral,0.6834
5988,bolivia climat summit april slap bolivia ecuador slice million dollar climat chang,Yes,0.6408
3629,climat chang exist summer winter spring justsay,No,1.0
4568,realli scari fact global warm scari fact,Neutral,0.6457
5326,chanc climat chang legisl humanitarian retwt,Yes,0.6584
3917,libtard dylan ratigan explain massiv proof global warm alicxl teaparti,Yes,0.6708
38,confirm global warm settl sussman,No,0.9174
2228,could cleaner actual intensifi global warm,Yes,1.0
1518,scientist global warm affect marin narragansett rhode island winter flounder longer,Yes,0.6495
4920,disclos risk climat chang,Yes,1.0
5952,inconveni youth tackl climat chang bnckwv,Yes,0.6984
2876,india need research climat chang shyam saran calcuttatub retwt,Yes,1.0
128,microb contribut global warm haven,Yes,0.6448
2687,would scientif prove caus global warm,Yes,1.0
4237,geoengin inevit energi scientist play fals pretens climat chang climateg,No,0.7148
3572,fight climat chang busi model govern struggl solv climat chang crisi,Yes,1.0
2387,flatul reduc greenhous gass global warm climat chang bllchw,Yes,0.3544
4701,climat chang caus wolverin declin across canada aacob,Yes,0.665
4066,state claim climat chang conspiraci aim popul control tinyurl,Neutral,0.6434
1502,climat chang climat chang consequ xlipp,Yes,1.0
3607,global warm scientif consensu melt faster glacier climat,Neutral,0.6449
3244,anoth shovel anoth global warm,No,0.6787
4690,snow global warm demint anywher polit,No,1.0
1310,global warm impact wheat product india ludhiana scarciti water seriou oohja,Yes,1.0
1635,plant effect tackl global warm siliconindia account forgot password reset oohja,Yes,0.6474
1219,treat climat chang curabl diseas wire scienc wire green sustain,Yes,0.8292
3766,energi global warm februari activist compani calif regul,Yes,0.8123
5477,bolivia climat chang talk voic environ guardian retwt,Neutral,0.6828
4916,there might someth global warm peopl talk,Yes,0.6504
3112,worth remind peopl global warm hfowz climat,Yes,0.664
5972,skeptic corner voter global warm serious rasmussen report monday april,No,1.0
469,california take climat chang,Yes,0.8078
5396,special report network declin credibl climat chang retwt,Yes,0.4728
2277,whitney climat chang climat chang skeptic sing victori bttgqk,No,0.5092
3886,global warm,Yes,1.0
5363,climat chang whale rescu retwt,Yes,1.0
4681,provid guidanc compani climat chang disclosur carxmm solar,Neutral,0.6667
5037,lawmak remov panel global warm concern democrat member assembl oohja xavrj,Neutral,1.0
844,geoengin chang climat convers,Neutral,0.5678
1630,porou materi reduc climat chang aolbpb,Yes,1.0
808,global warm result,Neutral,0.7753
4085,india form climat chang ubmqr,Neutral,0.6783
4659,denial altern energi pretend clean unwilling listen climat chang,Yes,1.0
5479,bring indigen voic convers about climat chang retwt,Yes,0.6705
2122,toler climat chang guilti crime peac affkez,Yes,0.6248
5887,realiz arkansa climat chang deni taxer primari ardeb,No,0.6788
4170,expect global warm exrem weather relief stimulu storm cost taxpay million drudg ajcnnc,Neutral,1.0
5593,blankenship call effort safeti regul silli global warm ziacu,No,0.4889
939,global warm jame cameron genocid maniac nolt either jame cameron genocid maniac,Neutral,0.7777
3338,sarah palin call global warm studi snake,Neutral,0.653
1172,scari climat chang alter season spring earli climat,Yes,1.0
1455,exclus climat chang could rais allergi,Yes,1.0
2002,climat chang festiv demand earthday bmqgot,Neutral,1.0
3275,snowstorm disprov climat chang,Yes,1.0
5244,separ power climat chang action,Neutral,0.6756
2721,global warm coolest summer,No,1.0
4904,headlin feder climat chang agenc propos dcrwsv usatoday,Neutral,1.0
4316,administr propos agenc studi climat chang,Yes,0.7126
2336,moreland green boost victoria climat chang minist yesterday moreland retail oohja xbmrx,Neutral,0.6755
3396,inhof famili build igloo global warm laden tinyurl ydjmzd,No,0.6632
3398,disprov dishonest scientist think disprov climat chang idiot,Yes,1.0
6059,lowdown climat chang seri question,Yes,1.0
1442,global warm allergi wors million american hit asthma hardest climatewir globalwarm,Yes,1.0
3258,brand point call climat chao instead climat chang global warm mighta better snoma,Neutral,0.6581
2515,moral open climat chang confer tiquipaya,Yes,0.653
2719,guest column elliott denniston climat chang,Yes,0.6416
4538,think movi great global warm swindl global warm swindl,Neutral,0.6932
5591,hibern woken earli global warm april natur conserv divis forestri oohja xasj,Yes,0.6749
755,delay senat climat chang,Neutral,1.0
4406,india first countri probe climat chang america greeni fraud,No,1.0
4300,stupid peopl think these winter storm mean there thing global warm stupid,Yes,0.6557
4365,flip channel land sundanc chnnl global warm hyster documentari yap musta comedi,No,1.0
855,matter believ global warm better money resourc,Neutral,1.0
822,retro video game consol valentin gift scream climat chang clinic trial collag,Neutral,1.0
3852,magazin problem truth global warm caruba bryan walsh great career clhtrv,No,0.6761
3846,michael baron climat chang fanat corrupt scienc,No,1.0
1536,daniel climat chang bring greenhous emiss trade system,Yes,1.0
5296,vagerupt redstat vladimir huffpo global warm caus volcano,Yes,0.6722
5578,feel under come climat chang humanitarian retwt,Yes,1.0
5287,plaid cymru london parti ignor climat chang crmya break busi media polit,Neutral,0.6475
1252,biologist link earli bloom global warm associ press april steven point oohja xbirq,Yes,1.0
5714,malawi climat malawi climat chang manag project lilongw malawi malawi develop cqlgpr,Neutral,1.0
1287,southern africa compet limpopo water climat chang bring higher temperatur south tinyurl africa,Yes,0.9234
2697,look fact climat chang hysteria ration respons,Yes,1.0
2824,obama propos feder climat chang agenc washington obama administr propos climat chang,Neutral,0.6759999999999999
2543,dmana panasss ohhhh global warm cfmjojfjw,Neutral,1.0
1070,christi cut million global warm prevent hester chri christi take,Neutral,0.8268
4748,hanniti storm contradict hyster global warm theori alqzcv,No,0.6739
2111,global warm market propos libertarian would libertarian debat merit global oohja xbzbw,Yes,0.615
3417,african farmer urg innov offset climat chang sourc bloomberg africa failur embrac modern,Yes,1.0
5638,lousi lindsey graham want attent work climat chang begin name lindsey,Neutral,0.6801
1031,california global warm money campaign delay,Neutral,0.8049
3536,someon pleas explain conserv climat chang area colder weather pattern shift,Yes,1.0
1986,money graham kerri lieberman global warm face hostil climat world magazin photo,Neutral,1.0
3578,great global warm collaps,No,1.0
262,africa await africa there doubt climat chang environment issu,Yes,1.0
57,peopl world grand rapid oppon climat chang legisl typic argu regul globa,Yes,0.6812
3228,journalist middl snowpocalyps wonder public think climat chang check noviz,Neutral,0.6713
3956,where global warm tweetphoto,Neutral,0.6269
1383,action protect wildlif habitat climat chang ogdyi climatechang sierraclub saveterra,Yes,1.0
5435,focu articl municip level climat chang polici china peter koehn explain bhhtiw,Neutral,0.7177
4918,economist climat chang consensu question,Neutral,0.7076
921,libertarian debat merit global warm worthi emiss market,Neutral,0.7917
3948,understand climat chang there cnfyzp,Yes,0.6476
4845,possibl obviou global warm joke give comfort crazi peopl,Neutral,0.6559999999999999
4256,caus global warm think caus global warm,Yes,1.0
919,northrop grumman mcdonnel believ global warm david swanson author,Neutral,1.0
1898,global warm daili green mvafm globalwarm,Neutral,1.0
3458,weather appar relev global warm support bmnkp,No,0.6242
3978,center budget polici prioriti concern effect climat chang incom cathol catholicsmg,Neutral,1.0
1865,tornado global warm hurrican,Neutral,0.6849
3475,water climat chang impact expert lfhip,Yes,1.0
3972,climat chang acceler instabl conflict energi secur issu,Yes,0.6529
5981,great break climat chang environ aspect earth natur histori,Yes,1.0
3316,crisi confid obama turn blind creat global warm bureaucraci aryzwm climateg,Neutral,0.5862
5053,kolkata green revers global warm ajitha menon kolkata green oohja,Yes,0.6756
5463,militari report climat chang believ,Yes,0.7175
2907,parliament member global warm hysteria,No,0.5985
3385,blunt attack climat chang winger question servic aujcto,Neutral,0.6631
269,waterfront climat chang consider,Neutral,0.5363
1650,justinbiebersuck global warm farc,No,0.9234
5058,green birthday plant tree region strateg select offset global warm,Yes,1.0
4415,nevada skeptic global warm nevadan planet get warmer oohja,No,0.6967
4011,dmogra nation ocean servic feder climat chang agenc form,Yes,0.6582
5773,geologist studi histor pattern climat chang univers cincinnati geologist lowel,Yes,0.6378
1961,graham talk climat chang limbo climat chang schedul unvei twurl,Neutral,0.6792
5096,india ditch climat chang group jyspq,Neutral,1.0
6014,congress work health climat chang difrsa,Neutral,0.4811
3008,billion wast chase phantom menac heliogen climat chang retwt,No,0.6983
4797,lighter global warm bobwheel push dream,Neutral,0.6642
4695,storm fuel conserv global warm mockeri,No,0.6831
78,oppon effort delay calif global warm,Neutral,0.6852
5288,weekli climat chang polici updat april tinyurl,Yes,1.0
804,go after health democrat still legisl reform climat chang immigr,Neutral,0.7749
4349,global warm make tree faster green atchok,Yes,1.0
4911,obama admin start agenc report climat chang fact consid energi,Neutral,0.6878
